league,season,team,player,nation,pos,age,born,MP,Starts,Min,90s,npGoals,Goals,Shots,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShotDistance,FKShots,PK,PKsAtt,xG,npxG,npxG/Sh,G-xG,npG-xG,PassesCompleted,PassesAttempted,TotCmp%,TotalPassDist,ProgPassDist,ShortPassCmp,ShortPassAtt,ShortPassCmp%,MedPassCmp,MedPassAtt,MedPassCmp%,LongPassCmp,LongPassAtt,LongPassCmp%,Assists,xAG,xA,A-xAG,KeyPasses,Final1/3Cmp,PenAreaCmp,CrsPenAreaCmp,ProgPasses,LivePass,DeadPass,FKPasses,ThruBalls,Switches,Crs,ThrowIn,CornerKicks,InSwingCK,OutSwingCK,StraightCK,PassesOffside,PassesBlocked,SCA,SCA90,SCAPassLive,SCAPassDead,SCADrib,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPassLive,GCAPassDead,GCADrib,GCASh,GCAFld,GCADef,Tkl,TklWinPoss,Def3rdTkl,Mid3rdTkl,Att3rdTkl,DrbTkl,DrbPastAtt,DrbTkl%,DrbPast,Blocks,ShBlocks,PassBlocks,Int,Tkl+Int,Clr,Err,Touches,DefPenTouch,Def3rdTouch,Mid3rdTouch,Att3rdTouch,AttPenTouch,LiveTouch,AttDrb,SuccDrb,DrbSucc%,TimesTackled,TimesTackled%,Carries,TotalCarryDistance,ProgCarryDistance,ProgCarries,CarriesToFinalThird,CarriesToPenArea,CarryMistakes,Disposesed,ReceivedPass,ProgPassesRec,Yellows,Reds,Yellow2,Fouls,FoulsDrawn,Offside,PKwon,PKcon,OG,Recov,AerialWins,AerialLoss,AerialWin%
ENG-Premier League,2223,Aston Villa,Ezri Konsa,ENG,DF,24.0,1997.0,38,37,3322,36.9,0,0,8,0,0.0,0.22,0.0,0.0,,8.0,0,0,0,1.1,1.1,0.13,-1.1,-1.1,1681,1898,88.6,30731,10578,608,663,91.7,938,997,94.1,120,202,59.4,0.0,1.3,0.7,-1.3,8.0,70.0,4.0,2.0,56.0,1806,88,60,1,6,4,18,0,0,0,0,4,14,15,0.41,13,0,0,1,1,0,2,0.05,2,0,0,0,0,0,42,20,25,15,2,18,26,69.2,8,41,23,18,26.0,68.0,120.0,3.0,2192,349,1280,850,70,22,2192,15,5,33.3,3,20.0,1375,6226,3596,7,9,0,15,5,1533,11,6,0,0,12,64,0,0,0,0,164,55,37,59.8
ENG-Premier League,2223,Aston Villa,Jacob Ramsey,ENG,"MF,FW",21.0,2001.0,35,31,2636,29.3,6,6,33,13,39.4,1.13,0.44,0.18,0.46,15.9,0,0,0,5.0,5.0,0.15,1.0,1.0,728,889,81.9,10240,2665,444,500,88.8,217,266,81.6,34,46,73.9,7.0,5.1,2.9,1.9,42.0,67.0,28.0,4.0,98.0,880,3,2,3,3,18,1,0,0,0,0,6,26,81,2.76,69,0,4,2,5,1,11,0.38,8,0,1,1,1,0,69,39,23,35,11,32,69,46.4,37,48,8,40,23.0,92.0,34.0,0.0,1245,57,238,609,422,85,1245,77,31,40.3,31,40.3,752,5322,2656,94,62,21,62,37,819,119,5,0,0,35,45,2,0,1,1,141,16,33,32.7
ENG-Premier League,2223,Aston Villa,Jan Bednarek,POL,DF,26.0,1996.0,3,1,100,1.1,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,60,66,90.9,1249,418,16,17,94.1,33,35,94.3,10,12,83.3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,64,2,2,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,3,0,3,0,1,1,100.0,0,3,1,2,2.0,5.0,5.0,0.0,79,9,39,40,1,0,79,0,0,,0,,47,291,177,1,0,0,0,0,53,0,0,0,0,1,1,0,0,0,0,4,0,0,
ENG-Premier League,2223,Aston Villa,Jhon Durán,COL,"FW,MF",18.0,2003.0,12,0,136,1.5,0,0,7,2,28.6,4.63,1.32,0.0,0.0,19.8,0,0,0,0.6,0.6,0.08,-0.6,-0.6,16,29,55.2,264,47,8,12,66.7,7,12,58.3,1,2,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,26,3,0,0,0,2,1,0,0,0,0,0,1,5,3.31,3,0,0,1,0,1,0,0.0,0,0,0,0,0,0,2,2,0,1,1,1,4,25.0,3,0,0,0,2.0,4.0,2.0,0.0,57,3,3,26,29,6,57,2,1,50.0,1,50.0,33,205,123,4,5,1,8,3,41,13,1,0,0,9,3,3,0,0,0,5,7,10,41.2
ENG-Premier League,2223,Aston Villa,John McGinn,SCO,"MF,FW",27.0,1994.0,34,30,2693,29.9,1,1,42,11,26.2,1.4,0.37,0.02,0.09,23.6,0,0,0,2.4,2.4,0.06,-1.4,-1.4,805,1028,78.3,14385,4830,374,430,87.0,309,373,82.8,101,165,61.2,3.0,2.6,3.3,0.4,18.0,114.0,20.0,5.0,140.0,965,56,25,11,10,50,1,25,18,0,0,7,20,80,2.67,56,10,5,3,5,1,10,0.33,7,1,0,0,2,0,66,36,27,29,10,34,71,47.9,37,43,4,39,24.0,90.0,19.0,0.0,1348,37,218,756,388,45,1348,70,45,64.3,14,20.0,804,4072,1799,34,35,8,58,35,888,66,7,0,0,41,66,0,2,0,0,176,22,21,51.2
ENG-Premier League,2223,Aston Villa,Leander Dendoncker,BEL,MF,27.0,1995.0,20,7,697,7.7,0,0,2,0,0.0,0.26,0.0,0.0,,26.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,248,284,87.3,3948,809,119,128,93.0,111,121,91.7,11,18,61.1,0.0,0.5,0.1,-0.5,5.0,17.0,0.0,0.0,18.0,278,5,4,0,0,2,1,0,0,0,0,1,5,8,1.03,6,0,0,1,0,1,0,0.0,0,0,0,0,0,0,19,9,11,6,2,11,21,52.4,10,19,4,15,10.0,29.0,12.0,0.0,365,21,102,219,46,7,365,5,3,60.0,2,40.0,171,852,271,1,6,1,8,3,207,2,0,0,0,1,1,0,0,0,0,36,10,8,55.6
ENG-Premier League,2223,Aston Villa,Leon Bailey,JAM,"FW,MF",24.0,1997.0,33,26,1967,21.9,4,4,51,14,27.5,2.33,0.64,0.08,0.29,18.1,3,0,0,5.3,5.3,0.1,-1.3,-1.3,337,547,61.6,5379,1285,190,248,76.6,97,154,63.0,35,75,46.7,4.0,4.8,4.8,-0.8,30.0,19.0,21.0,15.0,28.0,507,40,4,4,5,96,10,18,13,0,0,0,31,62,2.84,40,2,10,7,3,0,8,0.37,5,0,0,3,0,0,14,6,6,7,1,5,20,25.0,15,13,0,13,6.0,20.0,12.0,0.0,813,16,91,283,456,89,813,111,40,36.0,55,49.5,520,4022,1703,85,33,38,48,53,561,182,4,0,0,29,22,9,0,1,0,72,24,46,34.3
ENG-Premier League,2223,Aston Villa,Lucas Digne,FRA,DF,29.0,1993.0,28,18,1502,16.7,1,1,8,3,37.5,0.48,0.18,0.13,0.33,20.5,4,0,0,0.4,0.4,0.05,0.6,0.6,696,927,75.1,11016,4245,387,432,89.6,247,337,73.3,49,105,46.7,0.0,1.9,1.9,-1.9,18.0,40.0,23.0,14.0,57.0,749,177,23,0,4,77,142,12,5,4,0,1,23,29,1.74,24,4,0,0,1,0,0,0.0,0,0,0,0,0,0,30,12,20,9,1,20,33,60.6,13,18,5,13,18.0,48.0,45.0,0.0,1096,64,365,396,342,24,1096,18,3,16.7,11,61.1,552,2363,1262,29,14,2,16,12,625,89,5,0,0,19,23,2,0,1,1,86,26,17,60.5
ENG-Premier League,2223,Aston Villa,Ludwig Augustinsson,SWE,DF,28.0,1994.0,3,1,77,0.9,0,0,2,1,50.0,2.34,1.17,0.0,0.0,12.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,26,43,60.5,421,176,13,16,81.3,10,16,62.5,2,8,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,9,1,0,0,5,8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,0.0,1.0,1.0,0.0,51,3,19,15,17,2,51,1,0,0.0,1,100.0,29,180,27,0,2,0,0,0,21,3,1,0,0,1,3,0,0,0,0,9,4,1,80.0
ENG-Premier League,2223,Aston Villa,Matty Cash,POL,DF,24.0,1997.0,26,20,1820,20.2,0,0,7,1,14.3,0.35,0.05,0.0,0.0,26.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,777,1006,77.2,13672,4595,345,384,89.8,361,441,81.9,61,139,43.9,1.0,0.7,0.9,0.3,8.0,57.0,15.0,9.0,75.0,809,194,18,2,6,46,176,0,0,0,0,3,24,28,1.38,25,0,1,0,1,1,3,0.15,2,0,0,0,0,1,55,32,36,15,4,26,37,70.3,11,20,5,15,26.0,81.0,43.0,0.0,1215,76,423,545,258,11,1215,33,16,48.5,9,27.3,610,3143,1677,42,33,4,24,7,652,57,4,0,0,21,15,2,0,1,0,108,12,13,48.0
ENG-Premier League,2223,Aston Villa,Morgan Sanson,FRA,MF,27.0,1994.0,2,0,11,0.1,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,5,7,71.4,55,12,3,4,75.0,1,2,50.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,1,1,0,1,1,100.0,0,0,0,0,0.0,2.0,0.0,0.0,9,1,1,4,4,0,9,0,0,,0,,5,11,9,0,0,0,1,0,5,0,0,0,0,0,2,0,0,0,0,1,0,1,0.0
ENG-Premier League,2223,Aston Villa,Ollie Watkins,ENG,FW,26.0,1995.0,37,36,3127,34.7,14,15,84,45,53.6,2.42,1.3,0.17,0.31,12.6,0,1,2,16.5,14.9,0.18,-1.5,-0.9,391,566,69.1,4682,840,261,344,75.9,84,122,68.9,12,15,80.0,6.0,3.8,2.7,2.2,31.0,23.0,16.0,2.0,39.0,554,9,0,0,2,9,3,0,0,0,0,3,13,79,2.27,51,0,6,11,11,0,14,0.4,6,0,2,5,1,0,19,13,3,13,3,10,27,37.0,17,21,4,17,10.0,29.0,39.0,0.0,927,47,86,365,488,164,925,65,18,27.7,36,55.4,475,2519,1164,50,24,32,82,39,684,196,4,0,0,26,39,18,1,0,0,59,70,100,41.2
ENG-Premier League,2223,Aston Villa,Philippe Coutinho,BRA,"MF,FW",30.0,1992.0,20,7,788,8.8,1,1,21,8,38.1,2.4,0.91,0.05,0.13,21.6,2,0,0,1.4,1.4,0.07,-0.4,-0.4,288,384,75.0,4081,976,180,210,85.7,82,112,73.2,17,36,47.2,0.0,0.5,0.8,-0.5,8.0,30.0,8.0,2.0,48.0,352,30,13,5,1,19,5,6,3,1,0,2,7,24,2.74,19,1,3,1,0,0,0,0.0,0,0,0,0,0,0,19,14,8,8,3,9,15,60.0,6,11,1,10,4.0,23.0,2.0,0.0,500,2,34,259,213,24,500,34,14,41.2,15,44.1,309,1747,739,18,28,5,23,17,369,68,3,0,0,16,14,2,0,0,0,41,3,13,18.8
ENG-Premier League,2223,Aston Villa,Robin Olsen,SWE,GK,32.0,1990.0,4,2,281,3.1,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,74,131,56.5,2049,1522,17,18,94.4,30,30,100.0,27,80,33.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,89,40,12,0,1,0,0,0,0,0,0,2,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,0,0,0,0.0,0.0,1.0,0.0,141,119,139,2,0,0,141,0,0,,0,,80,405,198,0,0,0,1,0,57,0,0,0,0,0,0,0,0,0,0,3,0,0,
ENG-Premier League,2223,Aston Villa,Tyrone Mings,ENG,DF,29.0,1993.0,35,35,3150,35.0,1,1,7,2,28.6,0.2,0.06,0.14,0.5,12.1,0,0,0,1.2,1.2,0.17,-0.2,-0.2,1617,1899,85.2,30932,11677,532,586,90.8,913,984,92.8,153,286,53.5,2.0,1.4,0.9,0.6,5.0,106.0,6.0,0.0,111.0,1811,85,64,1,15,3,6,0,0,0,0,3,10,23,0.66,17,0,0,2,4,0,4,0.11,2,0,0,1,1,0,15,7,10,5,0,9,20,45.0,11,40,21,19,54.0,69.0,163.0,2.0,2228,384,1276,877,81,21,2228,12,6,50.0,3,25.0,1379,7995,4556,20,21,3,8,7,1486,7,7,0,0,18,22,3,1,0,1,174,61,24,71.8
ENG-Premier League,2223,Aston Villa,Álex Moreno,ESP,DF,29.0,1993.0,19,14,1329,14.8,0,0,13,3,23.1,0.88,0.2,0.0,0.0,18.4,0,0,0,0.6,0.6,0.05,-0.6,-0.6,581,745,78.0,8535,2588,319,373,85.5,217,267,81.3,24,42,57.1,3.0,3.0,2.6,0.0,22.0,15.0,30.0,14.0,37.0,609,134,18,1,0,48,116,0,0,0,0,2,32,34,2.3,31,0,2,1,0,0,3,0.2,3,0,0,0,0,0,23,14,15,5,3,13,36,36.1,23,18,3,15,7.0,30.0,37.0,2.0,949,60,327,337,293,43,949,57,23,40.4,27,47.4,510,3260,1642,65,29,16,38,15,570,122,3,0,0,17,11,0,0,0,0,69,9,12,42.9
ENG-Premier League,2223,Bournemouth,Adam Smith,ENG,DF,31.0,1991.0,37,34,2943,32.7,0,0,5,1,20.0,0.15,0.03,0.0,0.0,16.2,0,0,0,0.5,0.5,0.1,-0.5,-0.5,953,1264,75.4,16233,6898,450,513,87.7,398,501,79.4,88,194,45.4,1.0,1.3,1.5,-0.3,16.0,70.0,28.0,19.0,83.0,987,276,22,0,2,48,254,0,0,0,0,1,29,29,0.89,25,1,0,2,0,1,2,0.06,2,0,0,0,0,0,49,29,27,19,3,29,60,48.3,31,30,13,17,25.0,74.0,81.0,1.0,1527,112,602,650,296,17,1527,30,6,20.0,17,56.7,647,2762,1368,28,21,3,21,4,771,54,11,0,0,29,27,0,0,1,0,128,29,38,43.3
ENG-Premier League,2223,Bournemouth,Antoine Semenyo,GHA,"FW,MF",22.0,2000.0,11,2,258,2.9,1,1,3,1,33.3,1.05,0.35,0.33,1.0,17.2,0,0,0,0.3,0.3,0.09,0.7,0.7,38,57,66.7,543,153,24,33,72.7,11,13,84.6,2,4,50.0,0.0,0.1,0.0,-0.1,2.0,5.0,0.0,0.0,5.0,53,4,0,0,1,1,0,0,0,0,0,0,2,7,2.44,3,0,2,1,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,1,6,16.7,5,10,1,9,2.0,3.0,4.0,0.0,102,8,24,43,39,5,102,6,3,50.0,2,33.3,58,508,239,5,9,4,12,6,64,11,0,0,0,6,5,1,0,0,0,13,9,9,50.0
ENG-Premier League,2223,Bournemouth,Ben Pearson,ENG,MF,27.0,1995.0,7,3,286,3.2,0,0,2,1,50.0,0.63,0.31,0.0,0.0,25.2,0,0,0,0.0,0.0,0.02,0.0,0.0,108,134,80.6,1814,501,50,58,86.2,45,55,81.8,8,15,53.3,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,130,4,3,0,1,0,0,0,0,0,0,0,1,2,0.63,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,7,3,3,3,1,1,3,33.3,2,4,0,4,2.0,9.0,6.0,0.0,162,8,56,90,17,0,162,1,0,0.0,0,0.0,72,242,103,2,0,0,6,0,100,4,1,0,0,9,2,0,0,0,0,19,2,3,40.0
ENG-Premier League,2223,Bournemouth,Chris Mepham,WAL,DF,24.0,1997.0,26,24,2199,24.4,0,0,8,4,50.0,0.33,0.16,0.0,0.0,9.8,0,0,0,0.7,0.7,0.09,-0.7,-0.7,870,1041,83.6,16273,5694,309,346,89.3,478,525,91.0,75,142,52.8,0.0,0.2,0.6,-0.2,4.0,42.0,2.0,0.0,42.0,1001,37,21,0,4,0,16,0,0,0,0,3,7,8,0.33,6,0,0,2,0,0,0,0.0,0,0,0,0,0,0,45,22,37,8,0,19,30,63.3,11,40,27,13,30.0,75.0,152.0,0.0,1336,285,852,455,36,14,1336,7,3,42.9,3,42.9,650,3099,1628,2,6,2,4,3,788,1,7,0,0,16,7,0,0,0,2,85,53,31,63.1
ENG-Premier League,2223,Bournemouth,Dango Ouattara,BFA,"MF,FW",20.0,2002.0,19,15,1241,13.8,1,1,26,5,19.2,1.89,0.36,0.04,0.2,14.3,0,0,0,3.6,3.6,0.14,-2.6,-2.6,210,334,62.9,3297,1069,118,157,75.2,68,105,64.8,16,37,43.2,3.0,2.5,1.6,0.5,18.0,20.0,17.0,8.0,23.0,322,10,0,5,5,30,7,1,0,0,0,2,12,44,3.19,26,1,8,4,4,1,5,0.36,1,0,2,1,1,0,28,15,20,6,2,13,32,40.6,19,20,3,17,13.0,41.0,29.0,1.0,566,42,136,210,234,64,566,74,31,41.9,37,50.0,301,2219,1083,39,23,17,39,14,336,87,1,0,0,6,15,8,0,0,0,64,30,37,44.8
ENG-Premier League,2223,Bournemouth,David Brooks,WAL,"FW,MF",25.0,1997.0,6,2,173,1.9,0,0,5,1,20.0,2.6,0.52,0.0,0.0,20.6,1,0,0,0.3,0.3,0.05,-0.3,-0.3,46,63,73.0,640,140,30,32,93.8,13,16,81.3,2,9,22.2,0.0,0.2,0.2,-0.2,2.0,4.0,1.0,0.0,11.0,61,2,0,0,0,6,0,2,1,1,0,0,3,8,4.19,5,0,1,1,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0,1,2,0,2,2.0,3.0,5.0,0.0,93,8,19,35,39,9,93,9,2,22.2,7,77.8,61,270,120,5,2,2,4,4,65,10,1,0,0,3,1,0,0,0,0,4,2,3,40.0
ENG-Premier League,2223,Bournemouth,Dominic Solanke,ENG,"FW,MF",24.0,1997.0,33,32,2860,31.8,6,6,76,28,36.8,2.39,0.88,0.08,0.21,12.8,0,0,0,9.1,9.1,0.12,-3.1,-3.1,363,533,68.1,4673,1106,225,294,76.5,101,135,74.8,14,24,58.3,7.0,3.9,2.4,3.1,21.0,22.0,17.0,1.0,47.0,479,52,0,3,1,13,4,0,0,0,0,2,34,61,1.92,36,1,11,10,2,1,13,0.41,10,1,0,2,0,0,15,9,8,3,4,5,22,22.7,17,26,7,19,6.0,21.0,46.0,0.0,1012,54,157,423,454,159,1012,110,45,40.9,54,49.1,637,4479,1723,70,40,36,134,74,730,167,2,0,0,40,53,11,0,0,0,87,52,98,34.7
ENG-Premier League,2223,Bournemouth,Emiliano Marcondes,DEN,MF,27.0,1995.0,1,0,9,0.1,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,1,1,100.0,56,37,0,0,,0,0,,1,1,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,1.0,0.0,3,1,1,2,0,0,3,1,0,0.0,0,0.0,2,11,7,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,
ENG-Premier League,2223,Bournemouth,Hamed Junior Traorè,CIV,"FW,MF",22.0,2000.0,7,5,427,4.7,0,0,6,0,0.0,1.26,0.0,0.0,,17.1,1,0,0,0.9,0.9,0.15,-0.9,-0.9,109,178,61.2,1850,775,55,72,76.4,35,56,62.5,13,33,39.4,0.0,1.1,1.1,-1.1,14.0,11.0,10.0,3.0,26.0,149,28,8,5,0,41,1,18,13,2,2,1,4,20,4.22,12,7,1,0,0,0,1,0.21,1,0,0,0,0,0,17,11,5,9,3,6,18,33.3,12,9,0,9,2.0,19.0,1.0,0.0,246,2,29,109,116,11,246,25,16,64.0,8,32.0,143,881,437,19,13,1,15,13,142,21,0,0,0,4,4,1,0,0,0,33,3,2,60.0
ENG-Premier League,2223,Bournemouth,Illia Zabarnyi,UKR,DF,19.0,2002.0,5,3,299,3.3,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,184,200,92.0,3523,1083,55,58,94.8,115,121,95.0,14,20,70.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,11.0,197,2,2,0,0,0,0,0,0,0,0,1,0,1,0.3,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,4,2,4,0,0,3,7,42.9,4,7,2,5,3.0,7.0,14.0,0.0,234,37,159,74,2,0,234,2,1,50.0,0,0.0,166,1013,654,1,1,0,3,2,174,0,0,0,0,1,2,0,0,0,0,18,1,3,25.0
ENG-Premier League,2223,Bournemouth,Jack Stacey,ENG,DF,26.0,1996.0,10,3,299,3.3,0,0,1,0,0.0,0.3,0.0,0.0,,16.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,74,130,56.9,1088,392,42,53,79.2,27,50,54.0,3,12,25.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,2.0,106,23,0,0,0,10,23,0,0,0,0,1,7,1,0.3,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,4,3,1,1,2,5,40.0,3,3,1,2,5.0,10.0,15.0,0.0,174,17,67,62,47,2,174,8,3,37.5,5,62.5,74,462,221,9,4,1,3,4,78,15,2,0,0,4,0,1,0,0,0,15,5,3,62.5
ENG-Premier League,2223,Bournemouth,Jack Stephens,ENG,DF,28.0,1994.0,15,13,1173,13.0,0,0,2,1,50.0,0.15,0.08,0.0,0.0,5.2,0,0,0,0.4,0.4,0.2,-0.4,-0.4,446,543,82.1,8713,3133,156,173,90.2,233,263,88.6,53,94,56.4,0.0,0.2,0.2,-0.2,3.0,37.0,3.0,2.0,34.0,538,5,4,2,2,2,1,0,0,0,0,0,6,10,0.77,9,0,0,1,0,0,1,0.08,1,0,0,0,0,0,15,11,10,4,1,6,10,60.0,4,23,16,7,16.0,31.0,53.0,0.0,665,125,364,275,28,7,665,3,3,100.0,0,0.0,368,1674,863,7,3,0,5,1,398,3,3,0,0,8,2,0,0,0,0,66,16,19,45.7
ENG-Premier League,2223,Bournemouth,Jaidon Anthony,ENG,"MF,FW",22.0,1999.0,30,11,1257,14.0,3,3,22,13,59.1,1.58,0.93,0.14,0.23,19.3,2,0,0,2.2,2.2,0.1,0.8,0.8,387,526,73.6,5818,1610,225,257,87.5,110,150,73.3,31,63,49.2,1.0,1.0,1.1,0.0,12.0,24.0,19.0,7.0,49.0,480,45,9,2,5,43,21,14,9,1,1,1,18,38,2.72,28,3,4,1,1,1,4,0.29,2,0,1,0,1,0,30,17,15,9,6,8,24,33.3,16,30,3,27,10.0,40.0,19.0,0.0,717,23,150,271,304,33,717,47,15,31.9,30,63.8,423,2449,1032,31,25,13,25,27,464,72,2,0,0,9,12,5,0,0,0,80,10,12,45.5
ENG-Premier League,2223,Bournemouth,Jamal Lowe,JAM,"MF,FW",28.0,1994.0,2,0,12,0.1,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,2,4,50.0,18,3,1,1,100.0,0,0,,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0.0,4,0,0,3,1,0,4,0,0,,0,,2,7,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENG-Premier League,2223,Bournemouth,Jefferson Lerma,COL,MF,27.0,1994.0,37,37,3252,36.1,5,5,35,10,28.6,0.97,0.28,0.14,0.5,17.6,0,0,0,2.6,2.6,0.07,2.4,2.4,1317,1611,81.8,20458,7229,695,793,87.6,502,581,86.4,77,146,52.7,0.0,2.3,3.1,-2.3,18.0,126.0,23.0,2.0,142.0,1551,59,46,7,7,11,11,0,0,0,0,1,24,47,1.3,42,2,0,2,1,0,1,0.03,1,0,0,0,0,0,50,30,23,23,4,20,45,44.4,25,32,15,17,47.0,97.0,91.0,1.0,1934,165,587,1030,338,44,1934,23,13,56.5,9,39.1,946,3761,1861,22,32,1,24,17,1162,30,7,0,0,37,33,2,0,2,1,260,62,40,60.8
ENG-Premier League,2223,Bournemouth,Joe Rothwell,ENG,MF,27.0,1995.0,20,12,1016,11.3,0,0,3,2,66.7,0.27,0.18,0.0,0.0,24.1,1,0,0,0.2,0.2,0.05,-0.2,-0.2,385,457,84.2,6524,1662,179,196,91.3,154,165,93.3,36,68,52.9,1.0,1.0,1.5,0.0,8.0,34.0,11.0,1.0,33.0,402,54,24,4,2,26,1,21,12,4,3,1,6,24,2.12,16,6,1,1,0,0,2,0.18,1,1,0,0,0,0,20,13,7,12,1,7,21,33.3,14,14,3,11,9.0,29.0,7.0,0.0,538,19,131,309,105,5,538,23,16,69.6,7,30.4,285,1640,790,12,12,2,8,4,319,12,1,0,0,17,3,0,0,0,0,56,1,3,25.0
ENG-Premier League,2223,Bournemouth,Jordan Zemura,ZIM,DF,22.0,1999.0,19,17,1454,16.2,0,0,4,0,0.0,0.25,0.0,0.0,,12.9,0,0,0,0.4,0.4,0.1,-0.4,-0.4,423,594,71.2,6117,3247,242,284,85.2,133,187,71.1,23,55,41.8,1.0,1.9,2.1,-0.9,18.0,32.0,12.0,5.0,45.0,466,127,8,0,1,18,119,0,0,0,0,1,30,35,2.17,25,0,6,2,2,0,2,0.12,2,0,0,0,0,0,39,24,24,14,1,23,43,53.5,20,31,9,22,16.0,55.0,32.0,0.0,808,46,302,297,222,31,808,40,18,45.0,18,45.0,375,2345,1235,39,29,10,35,16,409,48,1,0,0,17,14,0,0,1,0,78,7,11,38.9
ENG-Premier League,2223,Bournemouth,Junior Stanislas,ENG,MF,32.0,1989.0,4,0,61,0.7,0,0,1,0,0.0,1.48,0.0,0.0,,24.5,0,0,0,0.0,0.0,0.04,0.0,0.0,22,28,78.6,329,71,12,14,85.7,9,11,81.8,0,1,0.0,0.0,0.1,0.2,-0.1,2.0,3.0,0.0,0.0,4.0,27,1,0,0,1,1,0,1,0,0,0,0,1,4,5.9,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1,1,0.0,0.0,0.0,0.0,34,0,3,15,16,3,34,0,0,,0,,18,92,13,0,1,0,1,1,27,5,0,0,0,0,0,0,0,0,0,1,0,1,0.0
ENG-Premier League,2223,Bournemouth,Kieffer Moore,WAL,FW,29.0,1992.0,27,12,1279,14.2,4,4,23,8,34.8,1.62,0.56,0.17,0.5,11.2,0,0,0,4.4,4.4,0.19,-0.4,-0.4,212,360,58.9,2944,495,119,193,61.7,62,95,65.3,11,20,55.0,0.0,0.3,0.5,-0.3,5.0,16.0,6.0,0.0,23.0,337,23,1,0,1,7,0,0,0,0,0,0,12,18,1.26,14,0,1,0,3,0,2,0.14,2,0,0,0,0,0,14,11,2,9,3,5,16,31.3,11,12,5,7,1.0,15.0,26.0,0.0,522,36,59,286,178,49,522,13,2,15.4,7,53.8,252,940,302,10,8,2,42,31,396,56,1,0,0,26,30,1,0,0,0,26,68,60,53.1
